GeneID	GSM2069823	GSM2069824	GSM2069825	GSM2069826	GSM2069827	GSM2069828	GSM2069829	GSM2069830	GSM2069831	GSM2069832	GSM2069833	GSM2069834	GSM2069835	GSM2069836	GSM2069837	GSM2069838	GSM2069839	GSM2069840	GSM2069841	GSM2069842	GSM2069843	GSM2069844	GSM2069845	GSM2069846	GSM2069847	GSM2069848	GSM2069849	GSM2069850
100287102	0.0916	0.02325	0.09848	0.0218	0.03838	0.09912	0.1706	0.141	0.1285	0.4364	0.08338	0.07796	0.1237	0.461	0.09622	0.175	0.06576	0.15	0.1546	0.06302	0.06767	0.06436	0.01982	0.06604	0.3972	0.07164	0.1178	0.1346
653635	14.58	8.553	16.65	30.04	13.64	23.9	20.87	21.74	23.11	13	18.16	17.28	20.63	16.24	14.44	13.97	9.439	10.45	20.03	13.59	15.62	17.29	18.2	16.1	27.24	16.99	15.08	24.97
102466751	9.791	3.953	14.95	6.884	34.96	23.6	22.38	16.45	17.94	11.13	26.33	12.12	16.9	12.73	14.03	14.46	11.18	10.65	6.828	8.803	22.6	12.51	33.23	9.092	34.46	11.6	7.157	23.43
107985730	0.05625	0	0.1134	0.4016	0.1473	0.06087	0	0.2165	0.3451	0.134	0.1024	0.04788	0.1899	0.2574	0.08442	0	0	0.03543	0.08631	0	0.05195	0.06587	0.06087	0.0676	0.3485	0.07332	0.0603	0
100302278	0.2193	0	0.1474	0	0	0	0	0.5065	0.1922	0	0	0	0.3701	0	0	0	0	0	0.1682	0	0	0	0.2373	0	0.3396	0	0	0
645520	0.05357	0	0	0.03187	0.04208	0	0	0.1031	0.02347	0.0319	0.04876	0.3875	0	0.0919	0.06029	0	0.01373	0.08435	0	0	0	0	0	0	0.04148	0	0	0
79501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03961	0	0	0	0
100996442	0.6555	0.4394	0.4987	0.5518	0.6089	0.803	0.4607	0.7046	0.6992	0.4787	0.6305	0.379	0.7149	0.481	0.1206	0.254	0.3044	0.261	0.09488	0.5318	0.868	0.4128	0.5754	0.0966	0.4405	0.54	0.3248	0.3558
729737	1.238	0.8699	0.5833	0.9341	0.8281	1.98	1.709	3.09	0.9256	0.856	3.296	2.626	1.404	2.34	1.278	4.527	1.338	1.772	0.8779	2.277	3.012	7.225	2.13	0.6511	2.671	2.76	0.563	1.53
102725121	0.0565	0.04779	0.2025	0.08963	0.05918	0.02038	0.1754	0.1305	0.3136	0.314	0.1029	0.04809	0.2384	0.5601	0.1696	0.2159	0.1352	0.3321	0.26	0.09717	0.06956	0.04411	0.02038	0.1131	0.3792	0.04909	0.06057	0.06917
102723897	19.3	7.72	15.97	52.82	17.06	22.46	26.34	24.3	26.29	13.49	20.84	18.17	21.44	20.6	16.27	15.45	12.23	14.14	21.44	16.88	20.06	21.41	23.47	18.09	34.04	24.44	16.47	25.25
102465909	5.786	2.824	9.869	3.707	20.74	10.59	10.78	11.31	8.192	5.831	17.42	6.44	9.39	9.163	7.347	7.228	7.303	12.89	3.073	3.827	9.453	6.254	13.48	3.744	13.1	12.18	3.34	9.808
107985721	0.02237	0	0.04509	0.05323	0.02929	0.0242	0	0.05166	0.1176	0.03996	0.04072	0.01904	0.0755	0.1151	0.008392	0.02137	0.01147	0.007044	0.00858	0.009618	0	0.0131	0.0121	0.02688	0.1386	0.01458	0.01199	0.01369
112268260	0.5554	0.1456	0.1296	0.1038	0.2019	0.06457	0.3505	0.371	0.3702	0.08201	0.2883	0.07814	0.1356	0.168	0.02067	0.0614	0.1224	0.1301	0.05634	0.0829	0.1484	0.8009	0.2185	0.1158	0.2915	0.0718	0.06889	0.07306
729759	0	0	0	0	0.01688	0.03488	0	0	0.02825	0	0	0.02743	0.0272	0.03686	0	0	0.01653	0.0203	0	0	0.02976	0.03774	0.03487	0	0	0	0	0
100132287	1.683	1.098	1.149	2.546	1.146	2.75	3.044	6.158	1.961	1.79	2.969	3.13	2.963	2.289	1.044	3.182	1.449	1.549	1.397	5.408	7.975	4.452	1.956	1.082	7.218	5.597	1.128	2.281
105378947	0.2454	0.09834	0.05208	0.04611	0.08118	0.04193	0.09623	0.1293	0.1132	0.01538	0.1176	0.07696	0	0.07387	0.009692	0.02468	0.05299	0.04881	0.02973	0.02222	0.01193	0.121	0.08386	0.07761	0.06001	0.01684	0.02769	0
101928626	0	0	0	0	0	0.9439	0.07063	0	0	0	0	0	0	0	0	0	0	0.02389	0	0	0	0	0	0	0.05874	0	0	0
113219467	965.9	1913	2659	93.32	2552	9210	4737	9206	3874	3215	1467	1607	8127	6869	5381	4562	805.9	9352	1.796e+04	7574	7367	4270	4716	1.107e+04	1.54e+04	1.166e+04	1.507e+04	8753
81399	0.04189	0.01993	0.04222	0.02492	0.04662	0.02266	0.04876	0.02418	0.07802	0.07483	0.04766	0.03565	0.02651	0.0539	0.01179	0.01	0.02416	0.07915	0	0.05854	0.08703	0.06744	0.06798	0.02517	0.07298	0.04095	0.01684	0.03205
100133331	1.813	1.195	1.08	2.317	1.206	3.372	3.192	5.229	2.601	2.337	3.198	3.551	2.026	2.455	1.058	2.889	1.602	1.454	1.57	4.58	6.58	4.114	2.084	1.14	6.362	5.179	1.283	2.515
107984841	1.144	0.9953	1.098	1.439	1.01	1.521	1.522	2.39	2.406	1.479	2.44	2.114	0.9653	1.832	0.515	1.561	1.475	0.7205	0.4513	4.553	7.304	1.569	1.768	0.864	2.328	4.771	0.981	1.841
107984847	3.806	2.217	3.858	6.459	2.549	3.579	3.835	7.734	6.782	3.939	8.35	5.417	4.055	6.138	1.873	2.981	3.52	2.201	0.7659	19.32	31.35	4.603	5.199	2.549	9.471	16.02	2.007	6.341
107984849	1.513	1.372	1.816	1.8	0.9057	0.8187	1.812	4.244	1.8	1.159	2.952	1.38	1.642	2.225	0.6488	1.136	1.441	0.6808	0.2487	8.273	12.58	1.898	1.403	0.3896	2.009	5.635	0.3476	1.191
100288069	1.258	1.597	1.884	1.602	1.619	1.29	0.8222	1.224	3.096	1.814	2.934	2.198	1.677	1.944	0.6956	0.8646	1.324	0.5701	0.2371	2.734	5.096	0.5945	1.767	0.5305	1.436	3.309	1.065	1.108
105378580	0.2238	0.1196	0.09895	0.1191	0.1635	0.2677	0.4169	0.3038	0.4492	0.5753	0.4129	0.2507	0.169	0.1617	0.02652	0.1801	0.1057	0.2597	0.04067	0.233	0.5331	0.1724	0.1785	0.1062	0.5109	0.2687	0.08209	0.2668
400728	0.467	0.2568	0.1883	0.3149	0.7746	0.1853	0.4929	0.4195	0.5322	0.9271	0.5952	0.2385	0.1051	0.4274	0.01168	0.1041	0.2475	0.3138	0.05971	0.3347	0.6613	0.1458	0.1853	0.1309	0.4099	0.2029	0.03338	0.305
79854	1.356	0.6415	1.096	0.9296	0.8906	1.815	1.798	1.769	2.034	1.806	1.339	3.716	0.6205	2.786	0.1207	0.944	0.8131	1.086	1.005	1.146	2.122	0.6458	1.641	0.3314	1.424	2.486	0.3449	1.097
643837	3.547	1.959	2.075	6.357	3.425	3.196	2.912	2.453	6.168	5.411	4.15	3.78	0.7247	2.677	0.8264	1.29	1.462	1.747	1.109	3.123	3.69	2.199	2.266	2.442	3.655	6.725	2.393	1.814
107984850	0	0	0.03315	0.01467	0.1227	0.04003	0.02297	0.02848	0.03243	0.01469	0.01123	0	0.02081	0.04232	0.009253	0	0	0	0	0.03182	0	0	0.02669	0.05928	0.0382	0.01607	0	0.0604
284593	0.0887	0.04502	0.04768	0.04221	0.02787	0.07678	0.09912	0.09559	0.07774	0.1056	0.0323	0.0453	0.1048	0.04058	0.03993	0.05084	0.01819	0.03352	0.05443	0.09153	0.08191	0.06232	0.03839	0.08527	0.1099	0.1156	0.1141	0.02172
284600	0.007845	0.009954	0.01581	0.028	0.02054	0.01698	0.04383	0	1.533	0.04671	0.01428	0.01335	0.01986	0.4576	0	0	0.02414	0.2718	0.1625	0.006746	0.007244	0.009186	0.1019	0.04713	2.904	0.02045	0.08409	0.03842
100130417	0.2612	0.204	0.1215	0	0.02105	0.2174	0.07485	0.3094	6.112	0.3829	0.07317	0.1368	0.1018	0.04597	0.09047	0.0192	0.3401	0.2278	0.2467	0.01728	0	0.1883	0.6306	0.04829	19.08	0.07858	0	1.353
107985728	0.1826	0.07373	0.07251	0	0.01739	0.1707	0	0.03195	2.983	0.3361	0.04534	0.02826	0.04903	0.01899	0.01246	0.00793	0.2767	0.0366	0.01274	0.01428	0	0	0.2335	0.009974	4.088	0.0541	0.008898	0.3455
148398	8.723	2.688	1.678	4.028	1.847	7.403	7.803	4.629	11.2	8.331	4.428	11.36	3.126	10.52	2.806	3.234	2.197	7.112	18.9	5.792	4.328	9.341	4.098	28.36	45.94	15.3	10.3	8.028
26155	119.4	28.76	34.85	74.85	42.4	51.48	57.12	49.73	89.33	103.6	65.16	142.6	19.02	96.56	34.14	26.42	24	42.69	68.87	54.83	46.7	71.46	37.15	205	62.12	146.5	72.34	47.71
339451	9.365	0.7969	1.378	8.989	1.596	6.596	1.582	2.019	22.8	6.028	4.699	9	2.712	6.803	4.393	2.523	1.53	6.515	2.983	5.218	7.352	4.65	5.896	5.804	23.31	5.73	4.01	3.72
84069	1.602	1.026	0.01016	0.08991	0.1266	0.3352	0.1126	0.2734	4.855	1.278	2.132	1.962	0.1275	1.504	0.6747	0.6569	0.2557	0.5378	0.4811	1.384	1.368	11.44	15.19	2.824	4.4	0.4925	1.304	0.2313
84808	0.2009	0.1593	0.02813	0.4084	0.2368	0.3442	0.03118	0.07734	0.8145	0.2493	0.3429	0.2993	0.02826	1.599	1.237	0.3279	0.05581	0.1635	0.9376	0.4752	0.8427	2.804	29.16	1.479	1.141	0.4256	1.131	0.07175
57801	6.62	2.22	4.014	0.3751	1.337	10.34	7.662	1.869	4.559	2.929	2.167	5.179	1.862	16.78	3.3	1.325	1.754	3.455	6.239	13.27	12.33	1.993	7.487	60.67	5.493	6.184	9.226	4.728
9636	62	57.33	19.44	5.427	11.37	50.02	79.64	37.12	115.7	120	90.56	306.9	64.07	405.3	34.51	70.49	43.24	216.7	79.71	32.73	13.69	32.16	36.19	479.6	76.52	182.5	45.58	310.2
375790	82.14	18.26	28	34.57	30.91	56.54	41.4	29.02	109	152.4	154.2	75.76	6.756	39.96	39.77	13.47	28.51	31.63	34.54	41.06	43.05	20.38	37.52	59.98	21.83	81.4	41.48	13.09
100288175	3.542	1.143	0.3132	2.514	2.05	5.85	3.588	0.311	4.303	7.216	1.358	1.217	0.2884	8.281	0.373	0.5937	0.0956	1.84	0.5006	1.657	2.295	0.8732	1.076	6.795	0.09624	1.296	3.264	0.3424
112267874	0.3247	0.412	0.2709	0.3064	0.3225	0.424	0.6881	0.2241	0.4416	0.5201	0.2854	0.08577	0.05669	0.8708	0.1932	0.3102	0.05167	0.1834	0.04295	0.5007	0.5894	1.272	0.1696	0.6862	0.01734	0.1168	0.4441	0.233
105378948	1.233	0.605	0.4666	0.8509	0.7925	2.142	1.486	0.2553	1.272	1.802	0.6699	0.3617	0.1224	2.549	0.2955	0.3268	0.09035	0.6267	0.1988	1.07	1.608	0.8738	0.6616	1.656	0.0321	0.4863	0.9666	0.3553
401934	0.01593	0	0.0107	0.0379	0.02503	0.01724	0	0.02452	0.01396	0.07588	0	0	0.01344	0.1275	0	0	0	0	0	0.06849	0.02942	4.122	0.03447	0.03828	0	0	0.03415	0.0195
54991	8.375	2.605	3.913	10.02	2.855	11.94	8.552	5.336	8.791	9.159	7.363	10.87	2.468	6.903	3.716	3.876	2.584	4.687	6.033	6.999	8.102	6.12	6.301	6.325	7.902	9.424	4.442	5.546
254099	0.01868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08085	0.02245	0	0	0	0.09149
406984	0	0	0	0	0	0	0	0.981	0	0	0	0	0	0	0	0	0	0	0	0	0	1.119	0	0	0	0	0	0
406983	0	0	0	0	0.1761	0	0	0	0.2947	0.4005	0	0	0	0	0	0	0.1724	0	0	0	0	4.331	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0.2807	0	0	0	0	0	0	0	0	0	0.2297	0	0	0	9.393	0.3945	0	0	0	0	0
100506376	0.01449	0.009196	0.00487	0	0	0	0	0.005579	0.03811	0.008631	0	0.01234	0	0.008289	0.005438	0	0.01858	0	0.01112	0.006232	0	0	0.007841	0.03483	0	0	0	0.01775
254173	0.01409	0.02682	0	0.01676	0.003689	0.007623	0.0656	0.06508	0.1605	0.0839	0.03206	0.01199	0.005945	0.02417	0.005286	0.03365	0.1228	0.01331	0.05945	0.06058	0.006506	0.09899	0.04573	0.008465	0.01091	0.009182	0.02266	0.1035
8784	2.464	0.3751	0.2566	0.02931	0.6322	0.5198	0.6882	2.209	0.4103	20.13	2.646	0.6395	1.008	0.6622	0.3604	2.777	0.3663	1.49	1.209	0.7733	0.5005	8.524	1.426	0.9621	1.354	0.305	1.136	7.178
7293	3.487	0.6172	0.9251	0.5591	1.045	2.203	1.244	2.513	34.21	55.73	4.495	1.467	0.9879	1.744	0.6928	2.646	1.818	2.041	1.467	0.8933	0.609	3.9	1.552	1.654	1.762	1.881	0.6982	6.621
51150	124.6	42.39	29.68	113.1	54.72	49.2	76.93	75.27	229.1	129	155.2	81.56	22.4	86.57	36.05	38.56	45.35	32.44	44.51	59.92	56.74	34.8	47.33	173.8	109.1	164	61.75	75.72
126792	29.49	8.392	11.15	19.8	9.917	22.46	13.32	7.832	18.62	22.13	26.67	23.46	6.401	13.34	9.221	10.51	8.166	10.15	13.86	21.85	19.09	9.994	14.65	31.83	39.07	33.74	18.84	18.44
388581	0.393	0.2934	0.2641	0.1926	0.3511	0.3753	0.6889	0.3738	77.23	0.413	0.3999	0.3936	0.1951	1.084	0.4857	0.3976	0.4031	1.078	1.082	0.9345	0.9181	1.3	0.1751	0.5556	0.6445	0.9945	0.7188	0.736
118424	30.31	8.775	7.817	25.36	9.316	16.38	16.69	15.58	17.46	18.77	21.36	25.46	6.637	21.82	5.194	8.86	8.681	9.322	11.85	15.38	14.6	20.09	10.74	36.52	26.64	42.58	15.45	20.89
101928895	1.612	1.402	1.01	0.2801	0.1802	1.254	0.506	0.5716	1.492	1.553	2.275	0.4779	0.4891	1.802	0.829	0.2595	0.808	1.038	0.2779	0.514	0.853	0.1272	1.156	0.3047	0.8134	0.5666	0.796	0.643
6339	2.289	1.433	1.052	0.4834	0.2543	3.142	1.366	1.266	2.215	13.18	2.363	0.8013	0.9952	1.281	0.87	0.7668	0.7927	1.798	0.6918	0.6391	1.007	3.574	1.683	1	2.747	0.3358	0.8074	1.893
116983	17.27	5.46	5.149	11.9	3.673	15.14	11.31	11.41	13.88	48.75	16.73	7.026	3.354	8.69	5.376	5.197	6.26	16.14	5.465	6.13	7.046	16.66	7.15	13.05	17.89	14.33	7.191	8.352
102465434	0.9923	0.6295	0	0.5903	0.2598	0	0	0	1.739	2.364	0	0.4223	0	0.5675	0.3723	0.474	0	1.25	0.3806	0.4267	0.4582	0	0.5368	1.192	1.537	1.293	0	0.6074
109623456	4.324	5.029	3.632	6.43	2.076	4.288	2.684	4.438	3.789	34.33	4.264	2.453	1.824	5.357	1.352	2.409	2.402	7.489	0.2764	1.239	4.991	5.906	3.119	1.732	5.022	4.227	1.159	1.764
126789	17.58	4.868	5.084	17.72	3.424	11.04	13.49	10.3	15.24	20.83	14.79	18.21	5.227	17.55	9.022	8.416	6.309	10.8	14.9	13.4	10.25	21.46	9.74	31.63	21.88	53.44	20.15	12.1
54973	63.98	25.75	19.7	69.73	28.3	37.9	44.04	46.39	43.25	63.08	54.51	60.14	18.76	50.71	25.11	21.45	23.46	23.63	31.25	31.03	30.84	35.26	35.6	53.37	64.91	66.16	47.47	45.58
102465435	3.725	2.954	1.251	1.662	2.438	2.015	1.734	1.075	6.121	14.97	5.51	5.548	1.179	6.923	1.397	1.779	1.433	3.812	4.286	2.002	4.3	7.633	4.03	2.238	7.932	5.462	1.497	2.85
80772	25.6	10.8	5.965	20.95	9.017	13.27	10.68	8.933	9.639	14.64	16.51	19.38	3.905	23.54	15.97	8.566	6.226	8.237	12.82	15.17	15.35	19.11	13.42	39.27	22.98	34.66	21.98	13.11
83756	0.8391	0.2023	0.1635	0.4792	0.08349	0.2361	0.2813	0.2713	0.2133	4.867	2.337	0.3214	0.1699	0.7102	0.2518	0.6092	1.583	0.2801	0.502	0.303	0.2634	0.4421	0.4812	0.3226	1.728	0.2406	0.7465	1.161
1855	54.83	17.76	15	49.53	14.51	25	26.94	17.62	35.45	44	30.66	49	8.908	47.44	21.84	13.23	8.922	18.39	20.38	29.12	31.2	29.09	21.99	41.84	33.8	51.08	47.1	18.4
102466740	1.539	0.6509	1.379	0.6103	0.5373	1.11	1.911	0	0.4496	3.055	1.868	3.929	0.8657	4.107	1.54	0.9801	1.578	2.908	0.787	2.206	5.211	1.802	1.11	1.233	3.972	2.674	0.5499	1.884
54587	36.63	2.792	3.805	4.343	5.765	4.653	9.033	8.199	33.63	12.65	19.19	45.8	3.001	9.415	16.24	2.884	37.91	13.5	37.96	7.971	5.177	5.358	7.507	23.47	223.1	6.461	1.863	3.053
54998	112	63.76	34.01	113.9	38.72	96.39	80.29	78.28	69.21	85.25	71.95	111.4	35.16	125.3	49.98	43.72	35.62	57.96	139.2	67.21	54.71	88.76	50.64	254.2	126.1	231.6	110.7	93.75
81669	37.4	18	7.751	13.2	7.798	58.8	43.62	44.99	57.5	33.02	38.65	39.1	21	19.54	5.664	19.41	15.64	24.8	10.02	25.24	46.5	28.1	41.16	9.746	65.89	40.95	10.98	22.61
148413	24.08	19.18	13.72	20.46	14.37	20.7	36.6	27.79	23.14	27.12	34.36	29.07	13.72	16.89	5.755	14.21	14.72	17.36	22.1	12.98	11.66	21.33	22.7	18.56	32.93	34.28	13.72	22.91
55052	147.6	86.14	61.03	137.8	51.52	83.33	94.5	134.5	92.78	143.2	145.9	143.6	63.81	93.54	51.89	66.26	70.96	82.92	130.2	66.85	56.16	123.1	67.06	175.9	125.7	221.5	84.1	99.67
107984868	0.1335	0.01993	0.03166	0	0.04113	0.008497	0.02925	0.139	0.2547	0.09353	0.0143	0.06015	0.01988	0.04491	0.01768	0.03751	0.03624	0.02473	0.0241	0.03377	0.0145	0.1103	0.1614	0.2736	0.06081	0.08188	0	0.2692
441869	2.175	0.1955	0.1218	0.2156	0.1376	0.3432	0.3375	1.13	3.852	0.7878	0.6104	0.7789	0.39	0.09328	0.4283	0.1818	1.069	0.5878	0.3893	0.6078	0.2678	6.005	3.706	0.3158	1.866	0.5433	0.1263	4.914
105378585	0.2391	0	0.08927	0.09484	0.01392	0.1725	0.1979	0.225	1.677	0.03165	0.07256	0.1131	0.2018	0.09117	0.09968	0.1015	0.2589	0.2008	0.1834	0.06855	0.02454	1.493	0.1437	0.1596	1.358	0.4156	0.02848	0.7157
643965	0.123	0.07805	0.08267	0.07319	0	0	0.1146	0.1421	4.313	0.2198	0.28	0	0.05191	0	0	0	0.09463	0.07749	0.04719	0	0.0568	0.5042	0.06656	0.1478	2.191	0.08018	0.06594	0.2259
102724312	0.2535	1.319	0.4428	0.03016	0.02655	0	2.266	2.361	5.776	2.657	2.492	0.3883	0.2995	0.05798	0.2472	0.09686	0.4939	0.2554	1.186	0.04359	0.02341	1.781	0.6308	0.3046	1.688	0.3304	2.038	0.3724
107985729	0.331	0.6037	0.2919	0.04923	0.0325	0.04477	0.8091	0.8759	2.466	1.084	1.695	0.1409	0.05237	0.1183	0.07761	0.03953	0.4879	0.09121	0.2063	0	0	0.7025	0.4477	0.07457	0.4165	0.2966	0.5322	0.2533
64856	24.14	10.64	9.919	7.223	3.454	3.791	27.24	21.17	65.46	22.68	49.17	9.215	9.984	10.59	12.41	4.255	14.15	17.8	30.11	5.661	2.787	25.73	11.53	48.17	38.18	26.27	22.17	15.55
219293	1.05	0.5566	0.6263	0.5778	0.2625	0.3644	6.287	0.8863	0.8101	1.054	2.189	1.107	0.4032	0.7525	0.288	0.3891	1.1	1.293	0.4747	0.4041	0.3182	1.22	1.153	2.362	6.538	2.726	0.4702	1.438
83858	11.38	4.203	4.357	7.779	4.903	8.579	13.03	5.847	8.464	27.53	7.788	18.44	6.039	11.38	4.293	5.351	3.701	18.59	9.212	4.185	4.963	12.06	11.1	40.61	9.287	41.59	4.819	9.671
55210	43.15	11.57	12	32.88	17.02	20.16	42.45	16.56	30.18	44.85	23.56	53.54	12.94	33.69	20.41	12.19	10.52	28.17	28.59	27.81	23.12	25.49	24.55	114.4	26.97	91.79	23.77	23.85
339453	1.271	0.3337	0.2356	0.4172	0.2295	0.3557	5.387	0.4049	4.687	0.9135	2.593	4.253	0.4069	2.181	0.2466	0.1256	0.5731	1.201	0.7901	2.167	2.55	0.154	0.5454	1.527	9.673	6.741	0.9867	1.61
29101	186.8	77.28	78.51	271.3	93.27	82.51	83.67	70.2	76.11	151.8	147.4	210.2	76.86	244.4	45.1	57.74	44.83	69.52	430.9	101.4	84.19	65.77	90.56	502.1	123.5	326.3	217	146.9
643988	9.39	4.14	12.32	40.86	1.075	13.21	8.625	1.382	9.979	16.44	13.79	2.814	8.826	11.57	19.97	8.249	2.762	10.48	115.9	21.63	14.68	10.96	13.38	15.26	3.685	42.23	16.76	2.826
105378586	1.058	0.7385	4.338	7.051	0.5819	1.489	1.971	0.08146	2.319	4.537	5.298	0.6305	1.741	2.965	3.891	1.668	0.9767	1.8	5.966	6.78	4.495	1.735	2.576	3.052	1.147	10.14	2.496	0.5182
142678	6.545	3.237	3.265	7.628	4.355	6.535	4.594	4.209	6.142	8.39	9.107	8.414	2.878	11.46	3.503	3.502	2.733	5.767	7.284	4.536	5.124	9.408	5.585	8.146	11.65	7.538	6.604	5.857
8510	3.34	0.7225	0.5298	1.042	0.3899	1.576	1.733	2.048	1.056	3.365	1.336	3.159	0.3788	1.14	0.419	0.8368	1.628	1.29	2.226	1.507	0.9808	1.41	1.149	3.118	16.13	2.326	1.162	4.115
984	40.45	14.86	22.23	39.93	22.36	20.33	26.15	32.33	23.93	28.57	40.91	34.66	5.491	35.76	12.54	13.4	18.91	17.43	16.18	23.45	22.48	28.87	19.19	90.38	62.42	75.26	37.6	49.36
728661	13.22	9.278	6.268	31.27	12.34	11.21	12.88	16.12	19.12	9.679	24.08	28.03	2.887	19.55	3.862	8.463	10.11	7.02	8.96	22.97	24.47	9.003	17.3	6.796	27.83	29.93	11.19	18.06
8511	6.648	0.6358	0.5163	0.8744	0.3499	0.9036	1.929	3.446	1.376	7.042	2.159	4.435	0.2255	0.3821	0.3258	0.4787	3.049	1.389	1.999	1.666	0.4936	1.604	1.59	4.255	35.23	1.001	0.4297	5.971
728642	39.79	14.38	17.65	29.82	17.08	19.96	20.09	22.81	21.47	21.33	37.61	28.83	4.028	34.59	10.02	11.63	16.77	18.69	13.23	19.2	19.29	19.59	19.48	60.63	73.84	67.68	38.27	53.98
9906	16.19	3.242	7.255	8.981	3.706	9.039	6.087	6.309	7.623	10.93	12.66	8.751	2.481	6.618	1.917	3.467	3.613	4.478	5.215	9.006	11.14	4.454	5.443	2.113	33.43	11.88	8.821	7.601
112268218	6.717	3.761	1.531	4.661	2.067	4.996	6.186	4.46	2.781	4.506	5.043	6.161	2.79	4.582	1.386	3.998	2.2	3.33	3.428	3.881	3.315	3.732	3.787	5.047	7.566	9.221	4.55	9.063
65220	32.14	20.45	10.52	23.77	13.39	16.19	21.95	19.39	15.41	21.31	28.69	30.99	10.19	24.07	7.358	12.7	15.27	13.42	10.92	16.72	14.3	13.86	20.37	27.07	22.44	46.4	14.92	36.31
2782	391	121	114.5	373.2	161	215.4	164.4	110.7	202.8	267	310.1	353.3	47.55	210.8	35.62	96.71	128.2	103.4	72.45	245.5	223.5	83.17	146.3	272.3	249.3	501.2	111.9	180.7
105378949	0.5971	0.2612	0.2629	0.3919	0.07548	0.5569	0.4601	0.3645	0.1985	0.1471	0.2811	0.7535	0.1564	1.554	0.4016	0.3344	0.2006	0.1297	0.2053	0.4957	0.4563	0.1688	0.2005	0.7669	0.3507	0.9661	1.104	0.6049
163688	0.05392	0.03421	0.1087	0	0.02824	1.444	0.477	0.1142	0.7562	0.6904	0.3681	0.0459	0.2617	0.2004	0.3034	0.2962	0.2074	0.5944	0.1034	0.03478	0.0498	0.1736	0.1167	0.09719	0.4384	0.01757	0.08671	0.4126
339456	0.2913	1.068	0	0	0.01695	0.7705	0.7837	0.2741	4.483	0.8481	0.6777	0.3857	0.1912	1.555	1.554	0.2474	0.04979	2.589	0.7449	0.1392	0.05978	0.4169	0.4903	1.634	0	0.04219	1.666	1.585
85452	0.02045	0.07265	0	0.02433	0.01714	0.03983	0	0.04723	0.06094	0.01948	0.03351	0.01044	0.02071	0.05613	0	0	0.02517	0.02576	0.003137	0.007034	0.003777	0.02395	0.03098	0.1179	0.057	0.05864	0.01315	0
107984872	0	0.01372	0	0.01286	0	0.0117	0	0	0.009477	0	0	0	0	0.02473	0	0	0.005544	0	0	0	0	0.01266	0	0.09095	0.03349	0	0	0
105378589	0.2613	0.02426	0.01713	0.09859	0.05675	0.07587	0	0.03435	0.09498	0.06832	0.1567	0.0434	0.02152	0.06561	0.02391	0.006089	0.07518	0.1807	0	0.005482	0.01766	0.01493	0	0.02298	0.2172	0.04985	0.006833	0.02341
2563	0.986	0.1199	0.1746	0.9343	0.2443	0.8241	0.09896	0.2636	0.4243	0.4852	1.198	0.1055	0.2192	0.4254	0.3012	0.0282	0.2483	0.5504	0.1087	0.08124	0.1745	0.2074	0.3514	0.3334	1.18	1.185	0.03797	0.0506
105378590	0	0.1553	0	0	0	0.02944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01593	0	0	0	0	0	0
105378591	0	0	0	0	0	0.06064	0	0	0.09825	0	0.05102	0	0	0.1282	0	0	0	0	0	0	0	0.1313	0	0.06734	0	0.1461	0	0.2058
5590	11.43	5.253	0.3598	3.45	0.809	13.34	1.795	2.575	7.365	7.776	11.02	0.866	0.5492	8.349	3.78	2.786	0.4985	0.6927	0.7837	3.734	2.784	4.032	1.27	2.708	3.86	11.65	6.2	5.482
100506504	1.618	0.9195	0.2435	0.4023	0.2024	3.084	1.35	1.227	1.355	3.279	5.541	0.4934	0.2242	1.16	0.6162	0.9461	0.322	0.3803	0.1112	1.059	1.628	0.6505	0.4443	0.4644	1.87	2.582	0.8545	1.331
199990	10.83	4.289	2.269	11.1	2.081	9.794	8.192	6.748	5.553	7.839	9.736	8.105	3.249	15.78	8.285	5.728	2.821	6.661	9.9	4.224	3.224	4.007	4.329	20.79	25.62	18.51	13.11	10.66
112268219	1.881	1.28	0.4721	0.9437	0.7477	2.256	3.355	3.463	3.824	6.963	3.032	2.228	1.004	3.395	1.003	1.797	1.487	2.962	1.33	1.004	1.318	2.03	1.422	1.103	3.387	6.528	1.045	2.719
105378593	0.3523	0.298	0.1381	0.06985	0.03075	0.5717	0.2733	0.1808	0.1801	0.2447	0.2672	0.3498	0.2477	0.4365	0.0881	0.2243	0.1806	0.1479	0.2702	0.1515	0.2711	0.1031	0.4447	0.3175	1.773	0.2678	0.1259	0.2156
6497	32.98	13.45	5.657	24.23	9.273	12.81	9.932	8.442	28.35	23.12	45.04	26.55	2.263	20.46	7.826	6.326	9.226	5.597	5.602	24.83	29.83	6.027	9.737	17.53	38.71	30.75	10.58	13.56
79906	1.703	0.7121	1.066	1.202	0.4089	1.362	1.236	0.8978	2.079	1.796	2.585	2.604	0.3253	0.9767	0.7469	0.4895	0.6731	0.6915	1.46	1.204	1.275	1.177	0.9873	1.695	1.504	1.533	1.203	0.8782
