gene,drug,approved,interaction_score
ESR1,LASOFOXIFENE,True,0.2416842525874329
ESR1,MEGESTROL,True,0.2416842525874329
ESR1,ESTRADIOL CYPIONATE,True,0.2416842525874329
ESR1,ACRYLAMIDE,True,0.2416842525874329
ALB,FLUCONAZOLE,True,0.2372899934494796
IL6,SAQUINAVIR,True,0.2367519209019752
IL6,LINEZOLID,True,0.2367519209019752
IL6,VITAMIN K,True,0.2367519209019752
CYP2A6,CYCLOPHOSPHAMIDE ANHYDROUS,True,0.2343604873575108
IFNG,BLEOMYCIN,True,0.2330526721378818
IL2,AMIKACIN,True,0.2330526721378818
IFNG,URSODIOL,True,0.2330526721378818
IL2,PENTAMIDINE ISETHIONATE,True,0.2330526721378818
UGT1A8,ALLOPURINOL,True,0.2320168824839357
PTEN,CAPMATINIB,True,0.2304803468383467
ERBB2,NERATINIB MALEATE,True,0.2274675318469957
IL1B,DIACETYLRHEIN,True,0.2274675318469957
UGT1A7,RITONAVIR,True,0.2274675318469957
KDM6A,OLAPARIB,True,0.2269730372125458
MYCN,EFLORNITHINE,True,0.2259904699518854
TNF,FLUOCINOLONE ACETONIDE,True,0.2245324669199377
PTGS2,CLOMETACIN,True,0.2230931562345535
PTGS2,AMINOSALICYLIC ACID,True,0.2230931562345535
PTGS2,LOXOPROFEN,True,0.2230931562345535
PTGS2,FLURBIPROFEN SODIUM,True,0.2230931562345535
PTGS2,ISOXICAM,True,0.2230931562345535
PTGS2,OXAPROZIN POTASSIUM,True,0.2230931562345535
PTGS2,ACEMETACIN,True,0.2230931562345535
PTGS2,INDOMETHACIN SODIUM,True,0.2230931562345535
PTGS2,FENCLOFENAC,True,0.2230931562345535
PTGS2,BENZYDAMINE HYDROCHLORIDE,True,0.2230931562345535
PTGS2,OXAPROZIN,True,0.2230931562345535
PTGS2,DICLOFENAC EPOLAMINE,True,0.2230931562345535
PTGS2,FENOPROFEN CALCIUM,True,0.2230931562345535
PTGS2,BROMFENAC SODIUM,True,0.2230931562345535
GRIN2B,MEMANTINE HYDROCHLORIDE,True,0.2230931562345535
PTGS2,IBUPROFEN LYSINE,True,0.2230931562345535
PTGS2,NABUMETONE,True,0.2230931562345535
PTGS2,DICLOFENAC POTASSIUM,True,0.2230931562345535
