Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2022,PI3K/AKT Signaling In Cancer R-HSA-2219528,10/105,1.0853792227959175e-10,5.962349863892241e-09,0,0,23.425192193968066,537.4657705846021,GSK3B;EGF;SRC;ERBB2;PTEN;AKT1;ESR1;EGFR;MTOR;FGF10
Reactome_2022,Disease R-HSA-1643685,31/1736,1.2662660672171831e-10,6.521270246168493e-09,0,0,4.86524064171123,110.87775640166996,GSK3B;HSP90AB1;SRC;PTEN;EGFR;CDC42;MUC2;H3C13;MYC;ERBB2;AKT1;H3-3B;MAPK3;JUN;HSP90AA1;EGF;CDKN2A;STAT3;FN1;ESR1;NFKB1;MTOR;ACE2;CD4;IL1B;CDK2;CTNNB1;ATM;TP53;FGF10;EZH2
Reactome_2022,Signal Transduction R-HSA-162582,37/2465,1.5905086108904828e-10,7.709288796316221e-09,0,0,4.294660413455918,96.89525679220452,GSK3B;HSP90AB1;SRC;PTEN;TNF;HIF1A;EGFR;SOX2;CDC42;H3C13;MYC;CASP3;ERBB2;AKT1;H3-3B;MAPK3;JUN;HSP90AA1;EGF;CCL20;STAT3;NPY1R;FN1;FOS;ESR1;NFKB1;RHOA;MTOR;PXDN;CDK2;BCL2;CDK1;DSG1;CTNNB1;TP53;FGF10;EZH2
Reactome_2022,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,9/81,2.3930922933906745e-10,1.0955044720855088e-08,0,0,27.540277777777774,610.107059493174,JUN;H3C13;CDKN2A;STAT3;CDK2;FOS;NFKB1;H3-3B;MAPK3
Reactome_2022,Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,16/424,2.844808402564478e-10,1.2337484861648056e-08,0,0,9.210016536735177,202.43943496695272,GSK3B;HSP90AA1;EGF;SRC;STAT3;FN1;PTEN;ESR1;EGFR;MTOR;MYC;ERBB2;AKT1;CTNNB1;FGF10;MAPK3
Reactome_2022,Intracellular Signaling By Second Messengers R-HSA-9006925,14/306,3.3868123115349087e-10,1.3953666723523829e-08,0,0,11.060676873489122,241.1886970758418,GSK3B;JUN;EGF;SRC;PTEN;ESR1;EGFR;MTOR;ERBB2;AKT1;TP53;FGF10;EZH2;MAPK3
Reactome_2022,Regulation Of TP53 Degradation R-HSA-6804757,7/36,4.35667110321163e-10,1.709474756688754e-08,0,0,52.13793103448276,1123.788404173414,CDKN2A;CDK2;CDK1;AKT1;ATM;TP53;MTOR
Reactome_2022,Programmed Cell Death R-HSA-5357801,12/208,4.872531130655395e-10,1.8249843871182023e-08,0,0,13.866995073891626,297.33940023967455,HSP90AA1;CDKN2A;IL1B;CASP3;STAT3;BCL2;AKT1;DSG1;CTNNB1;DSG3;TP53;MAPK3
Reactome_2022,Regulation Of TP53 Expression And Degradation R-HSA-6806003,7/37,5.351628087511353e-10,1.9172789322214587e-08,0,0,50.39746376811594,1075.9077404153634,CDKN2A;CDK2;CDK1;AKT1;ATM;TP53;MTOR
Reactome_2022,Oxidative Stress Induced Senescence R-HSA-2559580,9/93,8.403368153831494e-10,2.8851563994821468e-08,0,0,23.591666666666665,493.0002091907211,KDM6B;JUN;H3C13;CDKN2A;FOS;TP53;H3-3B;MAPK3;EZH2
Reactome_2022,Cellular Response To Heat Stress R-HSA-3371556,9/99,1.4759774605484708e-09,4.86482170996776e-08,0,0,22.01222222222222,447.595324392456,HSPA8;GSK3B;HSP90AA1;HSP90AB1;HSPA5;HSPA4;ATM;MTOR;MAPK3
Reactome_2022,Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638,6/24,1.579899490035066e-09,5.007066076111133e-08,0,0,71.26523297491039,1444.254413181987,EGF;BCL2;AKT1;FOS;EGFR;MAPK3
Reactome_2022,Generic Transcription Pathway R-HSA-212436,24/1190,2.520484159997508e-09,7.692144251251656e-08,0,0,5.141680960548885,101.79918923687369,GSK3B;JUN;CDKN2A;SRC;PTEN;FOS;ESR1;EGFR;NFKB1;MTOR;SOX2;IFNG;H3C13;MYC;CDK2;ERBB2;CDK1;AKT1;CTNNB1;ATM;TP53;EZH2;H3-3B;MAPK3
Reactome_2022,Signaling By ERBB2 R-HSA-1227986,7/49,4.254440261360554e-09,1.2520209912003918e-07,0,0,35.97644927536232,693.4569474081517,HSP90AA1;SRC;EGF;ERBB2;AKT1;RHOA;EGFR
Reactome_2022,Negative Regulation Of PI3K/AKT Network R-HSA-199418,9/113,4.8091724767401384e-09,1.366468317528922e-07,0,0,19.035576923076924,364.5834709743677,EGF;SRC;ERBB2;PTEN;AKT1;ESR1;EGFR;FGF10;MAPK3
Reactome_2022,Gene Expression (Transcription) R-HSA-74160,26/1449,5.451261152926086e-09,1.4972797300036982e-07,0,0,4.62488087101339,87.99954546798389,GSK3B;SRC;PTEN;EGFR;SOX2;H3C13;MYC;ERBB2;AKT1;H3-3B;MAPK3;JUN;HSP90AA1;CDKN2A;DICER1;FOS;ESR1;NFKB1;MTOR;IFNG;CDK2;CDK1;CTNNB1;ATM;TP53;EZH2
Reactome_2022,Estrogen-dependent Gene Expression R-HSA-9018519,9/119,7.604050017326892e-09,2.0212055529926965e-07,0,0,17.991818181818182,336.3495713282781,JUN;HSP90AA1;HSP90AB1;H3C13;MYC;BCL2;FOS;ESR1;H3-3B
Reactome_2022,Intrinsic Pathway For Apoptosis R-HSA-109606,7/55,9.8104950984504e-09,2.526202487850978e-07,0,0,31.469882246376812,580.2987467728972,CDKN2A;CASP3;STAT3;BCL2;AKT1;TP53;MAPK3
Reactome_2022,RNA Polymerase II Transcription R-HSA-73857,24/1312,1.6860417941487197e-08,4.209995267813773e-07,0,0,4.624347826086956,82.76795126535478,GSK3B;JUN;CDKN2A;SRC;PTEN;FOS;ESR1;EGFR;NFKB1;MTOR;SOX2;IFNG;H3C13;MYC;CDK2;ERBB2;CDK1;AKT1;CTNNB1;ATM;TP53;EZH2;H3-3B;MAPK3
